"title","artist","link"
"Untitled (Unknown)","Renny Tait","https://collections.ed.ac.uk/art/record/21645?highlight=*:*"
"Untitled (1963)","Ruth Walker","https://collections.ed.ac.uk/art/record/22023?highlight=*:*"
"Seated Male Nude (1953)","Ian Short","https://collections.ed.ac.uk/art/record/20941?highlight=*:*"
"Untitled (2003)","Scott Laverie","https://collections.ed.ac.uk/art/record/93377?highlight=*:*"
"Untitled (2002)","Kirsty MacDonald","https://collections.ed.ac.uk/art/record/99929?highlight=*:*"
"Seated Female Nude (1953)","George Hamilton","https://collections.ed.ac.uk/art/record/20931?highlight=*:*"
"Portrait of a Woman (1958)","John Boyd","https://collections.ed.ac.uk/art/record/20957?highlight=*:*"
"Angel Playing Pipes","Unknown","https://collections.ed.ac.uk/art/record/20608?highlight=*:*"
"Untitled (2002)","Ahjae Lim","https://collections.ed.ac.uk/art/record/99936?highlight=*:*"
"Unknown","Unknown","https://collections.ed.ac.uk/art/record/53542?highlight=*:*"
"Part of petticoat","Unknown","https://collections.ed.ac.uk/art/record/100004?highlight=*:*"
"Serving Plate","Emma Gillies","https://collections.ed.ac.uk/art/record/53619?highlight=*:*"
"La Messe de Minuit - Église St Eustache (1963)","Ann F Ward","https://collections.ed.ac.uk/art/record/99342?highlight=*:*"
"Seated Man and Woman","Elizabeth Blackadder","https://collections.ed.ac.uk/art/record/20775?highlight=*:*"
"Self portrait (2006)","Bridget Steed","https://collections.ed.ac.uk/art/record/99857?highlight=*:*"
"Horse","Emma Gillies","https://collections.ed.ac.uk/art/record/53756?highlight=*:*"
"Untitled - Leaning Semi-Nude Male (1962)","Roselyn M Underwood","https://collections.ed.ac.uk/art/record/99443?highlight=*:*"
"Whitey 1.1 (2015)","Stephanie Maclean","https://collections.ed.ac.uk/art/record/53780?highlight=*:*"
"Teapot Lid","Emma Gillies","https://collections.ed.ac.uk/art/record/53744?highlight=*:*"
"Interior Scene","Sigrid Gordon","https://collections.ed.ac.uk/art/record/21462?highlight=*:*"
"Metope 5, south entablature, Parthenon (1837)",NA,"https://collections.ed.ac.uk/art/record/20650?highlight=*:*"
"Unknown (Unknown)","Margaret Clyde","https://collections.ed.ac.uk/art/record/21879?highlight=*:*"
"Portrait of a Young Man (1948)","Sheena Page","https://collections.ed.ac.uk/art/record/21070?highlight=*:*"
"Standing Female Nude (1953)","Eileen Duncan","https://collections.ed.ac.uk/art/record/20929?highlight=*:*"
"Portrait of Seated Man in Uniform (1952)","Frances Walker","https://collections.ed.ac.uk/art/record/20848?highlight=*:*"
"Unknown (Unknown)","Unknown","https://collections.ed.ac.uk/art/record/21904?highlight=*:*"
"Seated Man in Traditional Dress (1960s)","Barreton","https://collections.ed.ac.uk/art/record/21290?highlight=*:*"
"Reclining Female Nude (1953)","Mary Edmond","https://collections.ed.ac.uk/art/record/20895?highlight=*:*"
"Untitled - Figure Drawing of A Woman Sitting on the Side of a Chair (1964-1965)","Gordon Bryce","https://collections.ed.ac.uk/art/record/99274?highlight=*:*"
"Untitled (1984)","Unknown","https://collections.ed.ac.uk/art/record/21602?highlight=*:*"
"Untitled (Unknown)","S J Dooley","https://collections.ed.ac.uk/art/record/99911?highlight=*:*"
"Untitled (2007)","Vikki Hill","https://collections.ed.ac.uk/art/record/99966?highlight=*:*"
"Trafalgar Square (1963)","Unknown","https://collections.ed.ac.uk/art/record/21773?highlight=*:*"
"Portrait of Standing Woman seen from behind","Jacqueline A N Stieger","https://collections.ed.ac.uk/art/record/20822?highlight=*:*"
"Unknown (1952)","Rosemary Bagshaw","https://collections.ed.ac.uk/art/record/53520?highlight=*:*"
"Four way / Exchange Portfolio (Unknown)","Unknown","https://collections.ed.ac.uk/art/record/99854?highlight=*:*"
"Virgin and Child (statuette head of child missing)","Unknown","https://collections.ed.ac.uk/art/record/20559?highlight=*:*"
"Vilnius Academy of Fine Arts","Unknown","https://collections.ed.ac.uk/art/record/99853?highlight=*:*"
"Unknown","Elizabeth Blackadder","https://collections.ed.ac.uk/art/record/50638?highlight=*:*"
"Untitled - Street Scene (1960)","Frederick C White","https://collections.ed.ac.uk/art/record/99453?highlight=*:*"
"Saucer","Emma Gillies","https://collections.ed.ac.uk/art/record/53626?highlight=*:*"
"Spinario (Late 19th Century)","Musée Royal du Louvre","https://collections.ed.ac.uk/art/record/20574?highlight=*:*"
"Portrait of a Man (1959)","Kenneth Dingwall","https://collections.ed.ac.uk/art/record/21331?highlight=*:*"
"Unknown (1953)","Maurice Chamberlain","https://collections.ed.ac.uk/art/record/50559?highlight=*:*"
"Riders from the West Frieze of the Parthenon (1836-1837)",NA,"https://collections.ed.ac.uk/art/record/20671?highlight=*:*"
"Untitled (2006)","Siri Gossman","https://collections.ed.ac.uk/art/record/99883?highlight=*:*"
"Seated Nude Woman (1951)","James P W Syme","https://collections.ed.ac.uk/art/record/22513?highlight=*:*"
"Shell-Shapes (1989)","Dorothy Black","https://collections.ed.ac.uk/art/record/21973?highlight=*:*"
"Unknown (1969)","Brent D. Millar","https://collections.ed.ac.uk/art/record/50378?highlight=*:*"
"Woman in a Blue Background","Ian Paterson","https://collections.ed.ac.uk/art/record/22696?highlight=*:*"
"Standing Man with Scythe","John Houston","https://collections.ed.ac.uk/art/record/20770?highlight=*:*"
"Seated Young Male Nude (1948)","Victorine Anne Schilsky","https://collections.ed.ac.uk/art/record/20832?highlight=*:*"
"Gem cabinet 5 (of 6) containing 43 medallions","Unknown","https://collections.ed.ac.uk/art/record/20619?highlight=*:*"
"Untitled",NA,"https://collections.ed.ac.uk/art/record/21840?highlight=*:*"
"Untitled",NA,"https://collections.ed.ac.uk/art/record/112505?highlight=*:*"
"Untitled - Sprite in Long Gown (1963)","Iona Murray","https://collections.ed.ac.uk/art/record/99402?highlight=*:*"
"Venice (1951)","Sax Shaw","https://collections.ed.ac.uk/art/record/99849?highlight=*:*"
"Standing Male Nude (1954)","John P Busby","https://collections.ed.ac.uk/art/record/21377?highlight=*:*"
"Riders from West Frieze of the Parthenon (1836-1837)",NA,"https://collections.ed.ac.uk/art/record/20666?highlight=*:*"
"Unknown","Unknown","https://collections.ed.ac.uk/art/record/53546?highlight=*:*"
"Standing Male Nude","John Hunter","https://collections.ed.ac.uk/art/record/21043?highlight=*:*"
"Champagne (1993)","Robert I Montgomery","https://collections.ed.ac.uk/art/record/99416?highlight=*:*"
"Seated Male Nude","John Houston","https://collections.ed.ac.uk/art/record/21044?highlight=*:*"
"Untitled (Jan 1997)","Sharon Cornwill","https://collections.ed.ac.uk/art/record/21920?highlight=*:*"
"Grey Cover","Unknown","https://collections.ed.ac.uk/art/record/22633?highlight=*:*"
"Seated Female Nude (1939-1940)","Robert A Campbell","https://collections.ed.ac.uk/art/record/21128?highlight=*:*"
"Teacup","Emma Gillies","https://collections.ed.ac.uk/art/record/53649?highlight=*:*"
"Untitled (1983)","Susan Coles","https://collections.ed.ac.uk/art/record/21892?highlight=*:*"
"Unnamed (2002)","Ky Ober","https://collections.ed.ac.uk/art/record/99950?highlight=*:*"
"3 peakcocks all sitting in similar position on tree branch (1962-1963)","Lesley M. Johns","https://collections.ed.ac.uk/art/record/99331?highlight=*:*"
"Plate","Emma Gillies","https://collections.ed.ac.uk/art/record/53710?highlight=*:*"
"Riders from South Frieze of the Parthenon (1836-1837)",NA,"https://collections.ed.ac.uk/art/record/20720?highlight=*:*"
"Unknown (24 May 1962)","John Picking","https://collections.ed.ac.uk/art/record/50551?highlight=*:*"
"Standing Female Nude (1957)","D G Seymour","https://collections.ed.ac.uk/art/record/20963?highlight=*:*"
"Stairway (Circa 1979)","Jean B. M. Lothian","https://collections.ed.ac.uk/art/record/22636?highlight=*:*"
"Unknown (1957)","Peter Coyle","https://collections.ed.ac.uk/art/record/50512?highlight=*:*"
"Untitled (2002)","Elaine Bay","https://collections.ed.ac.uk/art/record/99948?highlight=*:*"
"Seated Female Nude (1954)","D Stewart Lowdon","https://collections.ed.ac.uk/art/record/21241?highlight=*:*"
"19th century handkerchief (1800-1899)","Unknown","https://collections.ed.ac.uk/art/record/102683?highlight=*:*"
"House in a Landscape","Unknown","https://collections.ed.ac.uk/art/record/21501?highlight=*:*"
"Unknown (1985)","Sarah Setchfield","https://collections.ed.ac.uk/art/record/50432?highlight=*:*"
"Taking the Veil (1987)","Elspeth Lamb","https://collections.ed.ac.uk/art/record/21924?highlight=*:*"
"Untitled - Nude Female Sitting (1967)","Kevin Maguire","https://collections.ed.ac.uk/art/record/99359?highlight=*:*"
"Portrait of a Man (1959)","Campbell","https://collections.ed.ac.uk/art/record/20971?highlight=*:*"
"Hedge Cut (1998)","John Brown","https://collections.ed.ac.uk/art/record/21852?highlight=*:*"
"Unknown (1950)","John W. Corner","https://collections.ed.ac.uk/art/record/50519?highlight=*:*"
"Unknown","Unknown","https://collections.ed.ac.uk/art/record/53505?highlight=*:*"
"Aphrodite and Eros East Frieze of the Parthenon",NA,"https://collections.ed.ac.uk/art/record/20683?highlight=*:*"
"Untitled - Man Sitting at the Table Drinking Tea (01 May 1961)","John C Mark Jones","https://collections.ed.ac.uk/art/record/99259?highlight=*:*"
"House and Figures in a Landscape","Judith A. Heller","https://collections.ed.ac.uk/art/record/22578?highlight=*:*"
"Portrait of a Standing Woman (1950)","Edward Stratton","https://collections.ed.ac.uk/art/record/20825?highlight=*:*"
"High St. Harlesden (1964-1965)","Gordon Bryce","https://collections.ed.ac.uk/art/record/99283?highlight=*:*"
"Unknown (1963)","Ruth Walker","https://collections.ed.ac.uk/art/record/50504?highlight=*:*"
"Seated Female Nude (Circa 1964)","Alexander Moffat","https://collections.ed.ac.uk/art/record/21337?highlight=*:*"
"Seated Male Nude with Blanket (1959)","W Campbell","https://collections.ed.ac.uk/art/record/20972?highlight=*:*"
"Metope 11, south entablature, Parthenon (1837)",NA,"https://collections.ed.ac.uk/art/record/20648?highlight=*:*"
"Untitled (1981)","Jodie Pear","https://collections.ed.ac.uk/art/record/21922?highlight=*:*"
"Untitled (Unknown)","Unknown","https://collections.ed.ac.uk/art/record/21713?highlight=*:*"
"Barges, 1 Jan '63 (1963)","Geoffrey J Roper","https://collections.ed.ac.uk/art/record/99369?highlight=*:*"
"Unknown (1960)","Hugh Deans","https://collections.ed.ac.uk/art/record/53572?highlight=*:*"
"Untitled (Unknown)","Unknown","https://collections.ed.ac.uk/art/record/21633?highlight=*:*"
"Body Print (1982)","Paul Duffus","https://collections.ed.ac.uk/art/record/21965?highlight=*:*"
"Snow Covered Landscape","Sheila Arnot","https://collections.ed.ac.uk/art/record/21479?highlight=*:*"
"Portrait of a Man","Michael Douleny","https://collections.ed.ac.uk/art/record/21480?highlight=*:*"
"Water Dance (Porthmeor) IV (2006)","Wilhelmina Barns-Graham CBE HRSA HRSW","https://collections.ed.ac.uk/art/record/54753?highlight=*:*"
"Untitled (2002)","Adrian Rodriguez","https://collections.ed.ac.uk/art/record/99944?highlight=*:*"
"Untitled (Unknown)","Unknown","https://collections.ed.ac.uk/art/record/99825?highlight=*:*"
"Untitled (2003)","Andrea Bain","https://collections.ed.ac.uk/art/record/99928?highlight=*:*"
"Unknown (1950)","Patrick W. Barclay","https://collections.ed.ac.uk/art/record/50620?highlight=*:*"
"Zoo 9th May (1962-1963)","Lesley M. Johns","https://collections.ed.ac.uk/art/record/99330?highlight=*:*"
"Game Birds","George Glen","https://collections.ed.ac.uk/art/record/53607?highlight=*:*"
"Bubbie's Bay (2006)","Rhoda Rosenburg","https://collections.ed.ac.uk/art/record/99878?highlight=*:*"
"Plate","Emma Gillies","https://collections.ed.ac.uk/art/record/53669?highlight=*:*"
"Aduton 51 (1977)","Paul Feiler","https://collections.ed.ac.uk/art/record/21666?highlight=*:*"
"Side Plate","Emma Gillies","https://collections.ed.ac.uk/art/record/53611?highlight=*:*"
"Standing Woman (1959)","C Byron","https://collections.ed.ac.uk/art/record/20915?highlight=*:*"
"Untitled (Unknown)","Louisa Burnett Hall","https://collections.ed.ac.uk/art/record/21958?highlight=*:*"
"Seated Female Nude with Striped Floor Drape","Unknown","https://collections.ed.ac.uk/art/record/22642?highlight=*:*"
"Untitled (1969)","Jennifer M. Hughes","https://collections.ed.ac.uk/art/record/99837?highlight=*:*"
"Untitled (Unknown)","Unknown","https://collections.ed.ac.uk/art/record/21621?highlight=*:*"
"Falling Figure in an Autumn Valley (1968)","Alistair T. B. Burns","https://collections.ed.ac.uk/art/record/22589?highlight=*:*"
"Untitled (1991-1992)","Kate McKenzie","https://collections.ed.ac.uk/art/record/21993?highlight=*:*"
"Portrait of a Woman (1964)","Carole V Danielson","https://collections.ed.ac.uk/art/record/21346?highlight=*:*"
"Unknown (1975)","Ruth Stiven","https://collections.ed.ac.uk/art/record/50398?highlight=*:*"
"Untitled","Unknown","https://collections.ed.ac.uk/art/record/102671?highlight=*:*"
"Seated Male Nude (Circa 1953)","Mollie Parker","https://collections.ed.ac.uk/art/record/20948?highlight=*:*"
"Legless Graham (Unknown)","Jennifer Blake","https://collections.ed.ac.uk/art/record/21995?highlight=*:*"
"Untitled - Life Drawing of Reclining Nude Male (1967)","Isobel T Johnstone","https://collections.ed.ac.uk/art/record/99250?highlight=*:*"
"Aerial (2007)","Anna Warsop","https://collections.ed.ac.uk/art/record/99904?highlight=*:*"
"Unknown (1952)","Rosemary Bagshaw","https://collections.ed.ac.uk/art/record/53518?highlight=*:*"
"Untitled - Nude Male and Reflection (1967)","Margaret Lothian","https://collections.ed.ac.uk/art/record/99271?highlight=*:*"
"Unknown (1953-1954)","Lawrence F. Baxter","https://collections.ed.ac.uk/art/record/50616?highlight=*:*"
"Unknown (1950)","Jacquetta Burn-Callander","https://collections.ed.ac.uk/art/record/50574?highlight=*:*"
"Loading Cargo (1984)","Gwyneth M. Leech","https://collections.ed.ac.uk/art/record/21902?highlight=*:*"
"Untitled (Unknown)","Victoria C F Bernie","https://collections.ed.ac.uk/art/record/21786?highlight=*:*"
"Unknown","Olivia Irvine","https://collections.ed.ac.uk/art/record/53563?highlight=*:*"
"Portrait of a Woman (1951)","Rosemary Bagshawe","https://collections.ed.ac.uk/art/record/21234?highlight=*:*"
"Seated Nude (1957)","Ruth Illingworth","https://collections.ed.ac.uk/art/record/20933?highlight=*:*"
"Portrait of a Woman (02 Nov 1953)","Elizabeth Blackadder","https://collections.ed.ac.uk/art/record/21407?highlight=*:*"
"Untitled (1962)","Cant","https://collections.ed.ac.uk/art/record/22497?highlight=*:*"
"Porcus Omnivorous (1994)","Sara Ogilvie","https://collections.ed.ac.uk/art/record/21960?highlight=*:*"
"Portrait of a Man (1968)","Charles Ian Patterson","https://collections.ed.ac.uk/art/record/21321?highlight=*:*"
"Portrait of a Man (1939)","Jessie May Stirling","https://collections.ed.ac.uk/art/record/21134?highlight=*:*"
"Unknown (1960)","Vivien Alexander","https://collections.ed.ac.uk/art/record/50626?highlight=*:*"
"Untitled (1947)","Allan W. Robson","https://collections.ed.ac.uk/art/record/21745?highlight=*:*"
"Seated Female Nude (1957)","Duncan Thompson","https://collections.ed.ac.uk/art/record/21103?highlight=*:*"
"Untitled (2007)","Esther McGreggor","https://collections.ed.ac.uk/art/record/99895?highlight=*:*"
"Performing Labour: a guide to creative resistance (2020)","Aisling Ward","https://collections.ed.ac.uk/art/record/113779?highlight=*:*"
"Chariot from North Frieze of the Parthenon (1836-1837)",NA,"https://collections.ed.ac.uk/art/record/20714?highlight=*:*"
"Unknown","Jeffery Camp","https://collections.ed.ac.uk/art/record/50565?highlight=*:*"
"Unknown","Alexander Cree","https://collections.ed.ac.uk/art/record/50549?highlight=*:*"
"Portrait of a Young Woman (1960)","John Kerr","https://collections.ed.ac.uk/art/record/20986?highlight=*:*"
"Unknown (1984)","Moyna Flannigan","https://collections.ed.ac.uk/art/record/50404?highlight=*:*"
"Blackbird on Toys","Gordon Mitchell","https://collections.ed.ac.uk/art/record/22560?highlight=*:*"
"Unknown","Unknown","https://collections.ed.ac.uk/art/record/50417?highlight=*:*"
"Unknown","Unknown","https://collections.ed.ac.uk/art/record/50406?highlight=*:*"
"Unknown (1986)","Peter McLaren","https://collections.ed.ac.uk/art/record/53533?highlight=*:*"
"Untitled - Wheatfield in Ink (1963)","Anne E Jones","https://collections.ed.ac.uk/art/record/99257?highlight=*:*"
"Anatomical figure of legs",NA,"https://collections.ed.ac.uk/art/record/20599?highlight=*:*"
"Lying Female Nude (1960)","Kenneth R Wheatley","https://collections.ed.ac.uk/art/record/20857?highlight=*:*"
"Portrait of a Seated Woman (1965-1966)","George Donald","https://collections.ed.ac.uk/art/record/21172?highlight=*:*"
"Untitled - Abstract Crowd Scene (1964-1965)","William Gillon","https://collections.ed.ac.uk/art/record/99477?highlight=*:*"
"Untitiled (Circa 1960)","Robert L Snowden","https://collections.ed.ac.uk/art/record/21544?highlight=*:*"
"Untitled (1964)","James Goodall","https://collections.ed.ac.uk/art/record/99846?highlight=*:*"
"Anique Life drawing - 3rd Year (1962)","Kathleen Russell","https://collections.ed.ac.uk/art/record/99520?highlight=*:*"
